CanonicalSMILES,InChIKey,UniProtKB
C1CC(N2C=NC=C2C1)C3=CC=C(C=C3)C#N,CLPFFLWZZBQMAO-UHFFFAOYSA-N,P15538
CC(=O)N1CCN(CC1)C2=CC=C(C=C2)OCC3COC(O3)(CN4C=CN=C4)C5=C(C=C(C=C5)Cl)Cl,XMAYWYJOQHXEEK-ZEQKJWHPSA-N,P15538
COC1=C(C=C(C=C1)C2=CC(=O)C3=CC=CC=C3O2)OC,ZGHORMOOTZTQFL-UHFFFAOYSA-N,P15538
C1=CC(=C(C=C1C2=CC(=C(C(=C2)Cl)Cl)Cl)Cl)Cl,REHONNLQRWTIFF-UHFFFAOYSA-N,P15538
CC12CCC(=O)C=C1CCC3C2C(CC4(C3CCC4(C(=O)CO)O)C)O,JYGXADMDTFJGBT-VWUMJDOOSA-N,P15538
CCOC(=O)C1=CN=CN1C(C)C2=CC=CC=C2,NPUKDXXFDDZOKR-LLVKDONJSA-N,P15538
CS(=O)(=O)C1=C(C=CC(=C1)Cl)C(=C(Cl)Cl)C2=CC=C(C=C2)Cl,YQCQEXWXRQQMAR-UHFFFAOYSA-N,P15538
CC(=O)OC1=CC=C(C=C1)C(CNC)Cl.Cl,WKMYTPCPAWZWII-UHFFFAOYSA-N,P15538
CC12CCC3C(C1CCC2O)CCC4=CC(=O)CCC34C,MUMGGOZAMZWBJJ-DYKIIFRCSA-N,P19099
C1=CC=C(C(=C1)C(C2=CC=C(C=C2)Cl)C(Cl)Cl)Cl,JWBOIMRXGHLCPP-UHFFFAOYSA-N,P19099
CC12CCC(=O)C=C1CCC3C2C(CC4(C3CCC4C(=O)CO)C)O,OMFXVFTZEKFJBZ-HJTSIMOOSA-N,P19099
CC12CCC(=O)C=C1CCC3C2C(CC4(C3CCC4C(=O)CO)C=O)O,PQSUYGKTWSAVDQ-ZVIOFETBSA-N,P19099
CCOC(=O)C(CCC1=CC=CC=C1)NC2CCC3=CC=CC=C3N(C2=O)CC(=O)O,XPCFTKFZXHTYIP-PMACEKPBSA-N,P19099
CCOC1=NC2=CC=CC(=C2N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5)C(=O)O,HTQMVQVXFRQIKW-UHFFFAOYSA-N,P19099
CCCCC1=NC2(CCCC2)C(=O)N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5,YOSHYTLCDANDAN-UHFFFAOYSA-N,P19099
CC1=CC(=CC=C1)NC2=C(C=NC=C2)S(=O)(=O)NC(=O)NC(C)C,NGBFQHCMQULJNZ-UHFFFAOYSA-N,P19099
CCCCC(=O)N(CC1=CC=C(C=C1)C2=CC=CC=C2C3=NNN=N3)C(C(C)C)C(=O)O,ACWBQPMHZXGDFX-QFIPXVFZSA-N,P19099
CC12CCC3C(C1CCC2C(=O)CO)CCC4=CC(=O)CCC34C,ZESRJSPZRDMNHY-YFWFAHHUSA-N,P19099
[Na+].[Cl-],FAPWRFPIFSIZLT-UHFFFAOYSA-M,P19099
CN(C(=O)NC1C(C(C(OC1O)CO)O)O)N=O,ZSJLQEPLLKMAKR-GKHCUFPYSA-N,P19099
CC12CCC(=O)C=C1CCC3C2CCC4(C3CCC4C(=O)CO)CO,VPJHREHKRNIYDB-TZGXILGRSA-N,P19099
CC12CCC3C(C1CCC2(C)O)CCC4=CC(=O)C=CC34C,XWALNWXLMVGSFR-HLXURNFRSA-N,P19099
CC12CCC(=O)C=C1CCC3C2CCC4(C3CCC4(C(=O)CO)O)C,WHBHBVVOGNECLV-OBQKJFGGSA-N,P19099
C1CC(N2C=NC=C2C1)C3=CC=C(C=C3)C#N,CLPFFLWZZBQMAO-UHFFFAOYSA-N,P19099
CC12CCC(=O)C=C1CCC3C2C(CC4(C3CCC4(C(=O)CO)O)C=O)O,XUQWWIFROYJHCU-UKSDXMLSSA-N,P19099
CCOC(=O)C(CCC1=CC=CC=C1)NC(C)C(=O)N2C(CN(C2=O)C)C(=O)O.Cl,LSLQGMMMRMDXHN-GEUPQXMHSA-N,P19099
CC(C)C(C(=O)NCC(=O)NC(CCCCN)C(=O)NC(CCCCN)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCCNC(=N)N)C(=O)N1CCCC1C(=O)NC(C(C)C)C(=O)NC(CCCCN)C(=O)NC(C(C)C)C(=O)NC(CC2=CC=C(C=C2)O)C(=O)N3CCCC3C(=O)O)NC(=O)C4CCCN4C(=O)C(CCCCN)NC(=O)CNC(=O)C(CC5=CNC6=CC=CC=C65)NC(=O)C(CCCNC(=N)N)NC(=O)C(CC7=CC=CC=C7)NC(=O)C(CC8=CN=CN8)NC(=O)C(CCC(=O)O)NC(=O)C(CCSC)NC(=O)C(CO)NC(=O)C(CC9=CC=C(C=C9)O)NC(=O)C(CO)N.CC(C)C(C(=O)NCC(=O)NC(CCCCN)C(=O)NC(CCCCN)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCCNC(=N)N)C(=O)N1CCCC1C(=O)NC(C(C)C)C(=O)NC(CCCCN)C(=O)NC(C(C)C)C(=O)NC(CC2=CC=C(C=C2)O)C(=O)N3CCCC3C(=O)O)NC(=O)C4CCCN4C(=O)C(CCCCN)NC(=O)CNC(=O)C(CC5=CNC6=CC=CC=C65)NC(=O)C(CCCNC(=N)N)NC(=O)C(CC7=CC=CC=C7)NC(=O)C(CC8=CN=CN8)NC(=O)C(CCC(=O)O)NC(=O)C(CCSC)NC(=O)C(CO)NC(=O)C(CC9=CC=C(C=C9)O)NC(=O)C(CO)N.OP(=O)([O-])[O-].OP(=O)([O-])[O-].[Zn+2].[Zn+2].[Zn+2],QZPSPKNRKXWDQH-HCKIHNDZSA-J,P19099
CC(=O)N1CCN(CC1)C2=CC=C(C=C2)OCC3COC(O3)(CN4C=CN=C4)C5=C(C=C(C=C5)Cl)Cl,XMAYWYJOQHXEEK-ZEQKJWHPSA-N,P19099
C1=CC(=C(C=C1C2=CC(=C(C(=C2)Cl)Cl)Cl)Cl)Cl,REHONNLQRWTIFF-UHFFFAOYSA-N,P19099
[Na],KEAYESYHFKHZAL-UHFFFAOYSA-N,P19099
C(CC(=O)NC(CS)C(=O)NCC(=O)O)C(C(=O)O)N,RWSXRVCMGQZWBV-WDSKDSINSA-N,P33260
COC1=C2C3=C(C(=O)CC3)C(=O)OC2=C4C5C=COC5OC4=C1,OQIQSTLJSLGHID-WNWIJWBNSA-N,P33260
COC1=CC=C(C=C1)C(C2=CC=C(C=C2)O)C(Cl)(Cl)Cl,BUZUQNXGKRJIJT-UHFFFAOYSA-N,P33260
C1CC(=O)NC(=O)C1N2C(=O)C3=C(C2=O)C=C(C=C3)O,LJBQRRQTZUJWRC-UHFFFAOYSA-N,P33260
C1=CC(=C(C(=C1)Cl)NC2=C(C=C(C=C2)O)CC(=O)O)Cl,VNQURRWYKFZKJZ-UHFFFAOYSA-N,P33260
CC1=C(C=CN=C1CS(=O)C2=NC3=CC=CC=C3N2)OCC(F)(F)F,MJIHNNLFOKEZEW-UHFFFAOYSA-N,P33260
CC(=O)CC(C1=CC=C(C=C1)[N+](=O)[O-])C2=C(C3=CC=CC=C3OC2=O)O,VABCILAOYCMVPS-UHFFFAOYSA-N,P33260
CC(=O)CC(C1=CC=CC=C1)C2=C(C3=CC=CC=C3OC2=O)O,PJVWKTKQMONHTI-UHFFFAOYSA-N,P33260
C1=CC=C(C(=C1)N)SC(=C(C#N)C(=C(N)SC2=CC=CC=C2N)C#N)N,DVEXZJFMOKTQEZ-JYFOCSDGSA-N,Q86W10
CC(=O)OC1CC2(C(CCC2=O)C3=C1C4(C(OC(=O)C5=COC(=C54)C3=O)COC)C)C,QDLHCMPXEPAAMD-QAIWCSMKSA-N,Q86W10
C(CCC=CCC=CCC=CCC=CCCCC(=O)O)CCO,NNDIXBJHNLFJJP-DTLRTWKJSA-N,Q86W10
C(CCCC=CCCCCC(=O)O)CCCC=CCCCCO,RYHYNNWEPYGEEH-WGEIWTTOSA-N,Q86W10
CCCCC1=CC(=C(C=C1)N=CNO)C,LYNOGBKNFIHKLE-UHFFFAOYSA-N,Q86W10
COC1=C(C=CC(=C1)C=CC(=O)CC(=O)C=CC2=CC(=C(C=C2)O)OC)O,VFLDPWHFBUODDF-FCXRPNKRSA-N,Q07973
CC(CCCC(C)(C)O)C1CCC2C1(CCCC2=CC=C3CC(CC(C3=C)O)O)C,GMRQFYUYWCNGIN-NKMMMXOESA-N,Q07973
CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CO)O)C)O)F)C,UREBDLICKHMUKA-CXSFZGCWSA-N,Q07973
C1=CC(=CC=C1C2=COC3=CC(=CC(=C3C2=O)O)O)O,TZBJGXHYKVUXJN-UHFFFAOYSA-N,Q07973
B(C(CC(C)C)NC(=O)C(CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)(O)O,GXJABQQUPOEUTA-RDJZCZTQSA-N,Q07973
COC1=C2C3=C(C(=O)CC3)C(=O)OC2=C4C5C=COC5OC4=C1,OQIQSTLJSLGHID-WNWIJWBNSA-N,Q07973
CCC(C)N1C(=O)N(C=N1)C2=CC=C(C=C2)N3CCN(CC3)C4=CC=C(C=C4)OCC5COC(O5)(CN6C=NC=N6)C7=C(C=C(C=C7)Cl)Cl,VHVPQPYKVGDNFY-ZPGVKDDISA-N,Q07973
CC(C)N1CCN(C1=O)C2=CC=C(C=C2)N3CCN(CC3)C4=CC=C(C=C4)OCC5OCC(O5)(CN6C=NC=N6)C7=C(C=C(C=C7)F)F,AEKNYBWUEYNWMJ-QWOOXDRHSA-N,Q07973
CC(=O)N1CCN(CC1)C2=CC=C(C=C2)OCC3COC(O3)(CN4C=CN=C4)C5=C(C=C(C=C5)Cl)Cl,XMAYWYJOQHXEEK-ZEQKJWHPSA-N,Q07973
CC1C=CC=C(C(=O)NC2=C(C(=C3C(=C2O)C(=C(C4=C3C(=O)C(O4)(OC=CC(C(C(C(C(C(C1O)C)O)C)OC(=O)C)C)OC)C)C)O)O)C=NN5CCN(CC5)C)C,JQXXHWHPUNPDRT-WLSIYKJHSA-N,Q07973
CCC(CC)(CCCC(C)C1CCC2C1(CCCC2=CC=C3CC(CC(C3=C)O)O)C)O,SVILWCIGEZESEP-KBNXZVMKSA-N,Q07973
CC(C)CCCC(C)C1CCC2C1(CCCC2=CC=C3CC(CCC3=C)O)C,QYSXJUFSXHHAJI-YRZJJWOYSA-N,Q07973
CC(C)CCCC(C)C1CCC2C1(CCCC2=CC=C3CC(CC(C3=C)O)O)C,OFHCOWSQAMBJIW-AVJTYSNKSA-N,Q07973
CN1CCCC1C2=CN=CC=C2,SNICXCGAKADSCV-JTQLQIEISA-N,O43174
CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC(=O)O)C)C,SHGAZHPCJJPHSC-YCNIQYBTSA-N,O43174
CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CCO)C)C,FPIPGXGPPPQFEQ-OVSJKPMPSA-N,O43174
CC(=O)N1CCN(CC1)C2=CC=C(C=C2)OCC3COC(O3)(CN4C=CN=C4)C5=C(C=C(C=C5)Cl)Cl,XMAYWYJOQHXEEK-ZEQKJWHPSA-N,O43174
CC1=C(C(CCC1O)(C)C)C=CC(=CC=CC(=CC(=O)O)C)C,KGUMXGDKXYTTEY-FRCNGJHJSA-N,O43174
CC1=C(C(CCC1=O)(C)C)C=CC(=CC=CC(=CCO)C)C,PLIUCYCUYQIBDZ-RMWYGNQTSA-N,O43174
C1=CC(=CC(=C1)Cl)C(C2=CC3=C(C=C2)N=CN3)N4C=CN=C4,UGFHIPBXIWJXNA-UHFFFAOYSA-N,O43174
CCC(CC)C(C1=CC=C(C=C1)NC2=NC3=CC=CC=C3S2)N4C=NC=N4,SNFYYXUGUBUECJ-UHFFFAOYSA-N,O43174
CC1=C(C(CCC1=O)(C)C)C=CC(=CC=CC(=CC(=O)O)C)C,GGCUJPCCTQNTJF-FRCNGJHJSA-N,O43174
CC(CCCC(C)(C)O)C1CCC2C1(CCCC2=CC=C3CC(CC(C3=C)O)O)C,GMRQFYUYWCNGIN-NKMMMXOESA-N,O15528
CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CO)O)C)O)F)C,UREBDLICKHMUKA-CXSFZGCWSA-N,O15528
CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)O,VOXZDWNPVJITMN-ZBRFXRBCSA-N,O15528
C1=CC(=CC=C1C2=COC3=CC(=CC(=C3C2=O)O)O)O,TZBJGXHYKVUXJN-UHFFFAOYSA-N,O15528
COC1=CC=C(C=C1)C2=COC3=CC(=CC(=C3C2=O)O)O,WUADCCWRTIWANL-UHFFFAOYSA-N,O15528
CC(=O)N1CCN(CC1)C2=CC=C(C=C2)OCC3COC(O3)(CN4C=CN=C4)C5=C(C=C(C=C5)Cl)Cl,XMAYWYJOQHXEEK-ZEQKJWHPSA-N,O15528
CC(C=CC(C)C(C)(C)O)C1CCC2C1(CCCC2=CC=C3CC(CCC3=C)O)C,KJKIIUAXZGLUND-ICCVIKJNSA-N,O15528
CC(CCCC(C)(C)O)C1CCC2C1(CCCC2=CC=C3CC(CCC3=C)O)C,JWUBBDSIWDLEOM-DTOXIADCSA-N,O15528
CC(C)CCCC(C)C1CCC2C1(CCCC2=CC=C3CC(CCC3=C)O)C,QYSXJUFSXHHAJI-YRZJJWOYSA-N,O15528
[O-]P(=O)([O-])[O-],NBIIXXVUZAFLBC-UHFFFAOYSA-K,O15528
CC(=O)C1CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C,RJKFOVLPORLFTN-LEKSSAKUSA-N,P08686
[C],OKTJSMMVPCPJKN-UHFFFAOYSA-N,P08686
CC1C(NC(=O)C(NC(=O)C(C(NC(=O)C(NC(=O)C(NC(=O)C(=C)N(C(=O)CCC(NC1=O)C(=O)O)C)C)CCCN=C(N)N)C(=O)O)C)CCCN=C(N)N)C=CC(=CC(C)C(CC2=CC=CC=C2)OC)C,JIGDOBKZMULDHS-UUHBQKJESA-N,P08686
CCCN(CCOC1=C(C=C(C=C1Cl)Cl)Cl)C(=O)N2C=CN=C2,TVLSRXXIMLFWEO-UHFFFAOYSA-N,P08686
CC(=O)C1(CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C)O,DBPWSSGDRRHUNT-CEGNMAFCSA-N,P08686
C1=CC(=C(C=C1C2=CC(=C(C(=C2)Cl)Cl)Cl)Cl)Cl,REHONNLQRWTIFF-UHFFFAOYSA-N,P08686
CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC(=O)O)C)C,SHGAZHPCJJPHSC-YCNIQYBTSA-N,Q08477
C1=CC=CC=C1,UHOVQNZJYSORNB-UHFFFAOYSA-N,Q08477
CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC(=O)O)C)C,SHGAZHPCJJPHSC-YCNIQYBTSA-N,Q9NR63
[As],RQNWIZPPADIBDY-UHFFFAOYSA-N,Q9NR63
C[N+](C)(C)CCO,OEYIOHPDSNJKLS-UHFFFAOYSA-N,Q9NR63
CSCCC(C(=O)O)N,FFEARJCKVFRZRR-BYPYZUCNSA-N,Q9NR63
C1=CC(=CC=C1C(=O)NC(CCC(=O)O)C(=O)O)NCC2=CN=C3C(=N2)C(=O)NC(=N3)N,OVBPIULPVIDEAO-LBPRGKRZSA-N,Q9NR63
CCC(CC)C(C1=CC=C(C=C1)NC2=NC3=CC=CC=C3S2)N4C=NC=N4,SNFYYXUGUBUECJ-UHFFFAOYSA-N,Q9NR63
CN(C)N=O,UMFJAHHVKNCGLG-UHFFFAOYSA-N,P20853
COC1=C2C3=C(C(=O)CC3)C(=O)OC2=C4C5C=COC5OC4=C1,OQIQSTLJSLGHID-WNWIJWBNSA-N,P20853
CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)O)C)C)C2C1)C)C(=O)O)C,MIJYXULNPSFWEK-GTOFXWBISA-N,Q9UNU6
CCC1(CC2CC(C3=C(CCN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)C78CCN9C7C(C=CC9)(C(C(C8N6C=O)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC)O,OGWKCGZFUXNPDA-CFWMRBGOSA-N,Q9UNU6
CN(C(=O)NC1C(C(C(OC1O)CO)O)O)N=O,ZSJLQEPLLKMAKR-GKHCUFPYSA-N,Q9UNU6
COC1=C2C3=C(C(=O)CC3)C(=O)OC2=C4C5C=COC5OC4=C1,OQIQSTLJSLGHID-WNWIJWBNSA-N,Q9UNU6
[As],RQNWIZPPADIBDY-UHFFFAOYSA-N,Q9UNU6
B(C(CC(C)C)NC(=O)C(CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)(O)O,GXJABQQUPOEUTA-RDJZCZTQSA-N,Q9HCS2
COC1=C2C3=C(C(=O)CC3)C(=O)OC2=C4C5C=COC5OC4=C1,OQIQSTLJSLGHID-WNWIJWBNSA-N,Q9HCS2
CC(=O)N1CCN(CC1)C2=CC=C(C=C2)OCC3COC(O3)(CN4C=CN=C4)C5=C(C=C(C=C5)Cl)Cl,XMAYWYJOQHXEEK-ZEQKJWHPSA-N,Q9HCS2
CCNC1=NC(=NC(=N1)Cl)NCC,ODCWYMIRDDJXKW-UHFFFAOYSA-N,Q5TCH4
CC(C)C(C1=CC=C(C=C1)Cl)C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3,NYPJDWWKZLNGGM-UHFFFAOYSA-N,Q5TCH4
CC12CCC3C(C1CCC2O)CCC4=CC(=O)CCC34C,MUMGGOZAMZWBJJ-DYKIIFRCSA-N,Q9HB55
COC1=C2C3=C(C(=O)CC3)C(=O)OC2=C4C5C=COC5OC4=C1,OQIQSTLJSLGHID-WNWIJWBNSA-N,Q9HB55
C1=CC(=CC=C1C#N)C(C2=CC=C(C=C2)C#N)N3C=NC=N3,HPJKCIUCZWXJDR-UHFFFAOYSA-N,Q16850
[O-][Cr](=O)(=O)O[Cr](=O)(=O)[O-].[K+].[K+],KMUONIBRACKNSN-UHFFFAOYSA-N,Q16850
C[As](O)O,OXBIRPQQKCQWGV-UHFFFAOYSA-N,Q16850
[As],RQNWIZPPADIBDY-UHFFFAOYSA-N,Q16850
CCC(C)N1C(=O)N(C=N1)C2=CC=C(C=C2)N3CCN(CC3)C4=CC=C(C=C4)OCC5COC(O5)(CN6C=NC=N6)C7=C(C=C(C=C7)Cl)Cl,VHVPQPYKVGDNFY-ZPGVKDDISA-N,Q16850
C1=C(C(=O)NC(=O)N1)F,GHASVSINZRGABV-UHFFFAOYSA-N,Q16850
CCCC(CN1C=NC=N1)C2=C(C=C(C=C2)Cl)Cl,WKBPZYKAUNRMKP-UHFFFAOYSA-N,Q16850
C1=CC=C(C(=C1)C2C(O2)(CN3C=NC=N3)C4=CC=C(C=C4)F)Cl,ZMYFCFLJBGAQRS-IAGOWNOFSA-N,Q16850
CCCCC(CN1C=NC=N1)(C#N)C2=CC=C(C=C2)Cl,HZJKXKUJVSEEFU-UHFFFAOYSA-N,Q16850
CC(C)(C)C(C(N1C=NC=N1)OC2=CC=C(C=C2)C3=CC=CC=C3)O,VGPIBGGRCVEHQZ-UHFFFAOYSA-N,Q16850
C=CCOC(CN1C=CN=C1)C2=C(C=C(C=C2)Cl)Cl,PZBPKYOVPCNPJY-UHFFFAOYSA-N,Q16850
CC(C)(C)C(CCC1=CC=C(C=C1)Cl)(CN2C=NC=N2)O,PXMNMQRDXWABCY-UHFFFAOYSA-N,Q16850
CC(C)(C)C(=O)C(N1C=NC=N1)OC2=CC=C(C=C2)Cl,WURBVZBTWMNKQT-UHFFFAOYSA-N,Q16850
CCCN(CCOC1=C(C=C(C=C1Cl)Cl)Cl)C(=O)N2C=CN=C2,TVLSRXXIMLFWEO-UHFFFAOYSA-N,Q16850
CCCC1COC(O1)(CN2C=NC=N2)C3=C(C=C(C=C3)Cl)Cl,STJLVHWMYQXCPB-UHFFFAOYSA-N,Q16850
C1CC(N2C=NC=C2C1)C3=CC=C(C=C3)C#N,CLPFFLWZZBQMAO-UHFFFAOYSA-N,Q16850
C1=CC=C(C=C1)C(C2=CC=CC=C2)(C3=CC=CC=C3Cl)N4C=CN=C4,VNFPBHJOKIVQEB-UHFFFAOYSA-N,Q16850
CC(=O)N1CCN(CC1)C2=CC=C(C=C2)OCC3COC(O3)(CN4C=CN=C4)C5=C(C=C(C=C5)Cl)Cl,XMAYWYJOQHXEEK-ZEQKJWHPSA-N,Q16850
C1=CC(=C(C=C1F)F)C(CN2C=NC=N2)(CN3C=NC=N3)O,RFHAOTPXVQNOHP-UHFFFAOYSA-N,Q16850
CC(C1CC1)C(CN2C=NC=N2)(C3=CC=C(C=C3)Cl)O,UFNOUKDBUJZYDE-UHFFFAOYSA-N,Q16850
C1=CC(=C(C=C1Cl)Cl)COC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl,BYBLEWFAAKGYCD-UHFFFAOYSA-N,Q16850
C1=CC=C(C=C1)C2=CC=C(C=C2)C(C3=CC=CC=C3)N4C=CN=C4,OCAPBUJLXMYKEJ-UHFFFAOYSA-N,Q16850
C[Si](CN1C=NC=N1)(C2=CC=C(C=C2)F)C3=CC=C(C=C3)F,FQKUGOMFVDPBIZ-UHFFFAOYSA-N,Q16850
CCCCC(CN1C=NC=N1)(C2=C(C=C(C=C2)Cl)Cl)O,STMIIPIFODONDC-UHFFFAOYSA-N,Q16850
COC1=C2C3=C(C(=O)CC3)C(=O)OC2=C4C5C=COC5OC4=C1,OQIQSTLJSLGHID-WNWIJWBNSA-N,Q6ZWL3
COC1=C2C3=C(C(=O)CC3)C(=O)OC2=C4C5C=COC5OC4=C1,OQIQSTLJSLGHID-WNWIJWBNSA-N,Q9NYL5
CC(C)C(CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)O,IOWMKBFJCNLRTC-XWXSNNQWSA-N,Q9NYL5
COC1=C2C3=C(C(=O)CC3)C(=O)OC2=C4C5C=COC5OC4=C1,OQIQSTLJSLGHID-WNWIJWBNSA-N,Q8N118
C1=COC=C1,YLQBMQCUIZJEEH-UHFFFAOYSA-N,Q8N118
[As],RQNWIZPPADIBDY-UHFFFAOYSA-N,Q7Z449
CCCCCC=CCC=CCC=CCC=CCCCC(=O)NCCC1=CNC2=C1C=C(C=C2)O,QJDNHGXNNRLIGA-DOFZRALJSA-N,Q7Z449
C1=CC=CC=C1,UHOVQNZJYSORNB-UHFFFAOYSA-N,P24903
C=C1C=NC2=CC=CC=C12,BCNUXXXHEIUHJB-UHFFFAOYSA-N,P24903
COC1=C(C=C(C=C1)C2=NC3=C(S2)C=CC(=C3)F)OC,ZRLSVQBGBBYEAZ-UHFFFAOYSA-N,Q8TAV3
CC1=C(C=CC(=C1)C2=NC3=C(S2)C=CC(=C3)F)N,IFWLHIIUGSEKKE-UHFFFAOYSA-N,Q8TAV3
CC(C=CC(C)C(C)(C)O)C1CCC2C1(CCCC2=CC=C3CC(CCC3=C)O)C,KJKIIUAXZGLUND-ICCVIKJNSA-N,Q6VVX0
