PubchemCTD,CID,CanonicalSMILES,InChIKey
C031285,7929,CC1=CC(=CC=C1)C,IVSZLXZYQVIEFR-UHFFFAOYSA-N
C053084,91611,CN1C2=C(NC1=O)NC(=O)N(C2=O)C,NOFNCLGCUJJPKU-UHFFFAOYSA-N
C065427,10131269,COC1=CC(=O)OC1C(C2=CC=CC=C2Cl)O,ICDNYWJQGWNLFP-VXGBXAGGSA-N
C096680,61247,CCC(C)(C)OC,HVZJRWJGKQPSFL-UHFFFAOYSA-N
C065776,178014,CC1C(=O)N(C(S1)C2=CN=CC=C2)C.Cl,CXHDSLQCNYLQND-XQRIHRDZSA-N
C005306,7485,COC1=CC=C(C=C1)[N+](=O)[O-],BNUHAJGCKIQFGE-UHFFFAOYSA-N
D006492,12679,CN(C)P(=O)(N(C)C)N(C)C,GNOIPBMMFNIUFM-UHFFFAOYSA-N
D002273,8819,C1CN(CCN1N=O)N=O,WNSYEWGYAFFSSQ-UHFFFAOYSA-N
C036676,62103,COC(=O)C1=CCCN(C1)N=O,NXEUEKXJAAVKCT-UHFFFAOYSA-N
C028519,11387,CC1=CC2=C(C=C1)C=C(C=C2)C,YGYNBBAUIYTWBF-UHFFFAOYSA-N
C007633,8815,COC1=CC=C(C=C1)CC=C,ZFMSMUAANRJZFM-UHFFFAOYSA-N
C007766,6896,CC1=C(C(=CC=C1)C)N,UFFBMTHBGFGIHF-UHFFFAOYSA-N
C106616,11941,CC1=CC=C(C=C1)C2=CC=C(C=C2)C,RZTDESRVPFKCBH-UHFFFAOYSA-N
D009242,13591,C1CCN(C1)N=O,WNYADZVDBIBLJJ-UHFFFAOYSA-N
C002743,7526,C1CCN(CC1)N=O,UWSDONTXWQOZFN-UHFFFAOYSA-N
C014707,13643,CN(CC1=CC=CC=C1)N=O,NGXUJKBJBFLCAR-UHFFFAOYSA-N
C025191,6359,C(Cl)(Cl)Br,FMWLUWPQPKEARP-UHFFFAOYSA-N
C032538,2879,CC1=CC=C(C=C1)O,IWDCLRJOBJJRNH-UHFFFAOYSA-N
D019800,996,C1=CC=C(C=C1)O,ISWSIDIOOBJBQZ-UHFFFAOYSA-N
C067411,9385,C(C(F)(F)F)(Cl)Cl,OHMHBGPWCHTMQE-UHFFFAOYSA-N
C056033,130779,CCOC1=CC2=C(C=C1)C(=CC(=O)O2)C(F)(F)F,OLHOIERZAZMHGK-UHFFFAOYSA-N
C057223,91708,C1=CC(=C(C(=C1)F)C(=O)NC(=O)NC2=CC(=C(C(=C2)Cl)OC3=C(C=C(C=N3)C(F)(F)F)Cl)Cl)F,UISUNVFOGSJSKD-UHFFFAOYSA-N
C454677,155712,CCN(CC)C(=O)C1=CC=CC(=C1)CO,FRZJZRVZZNTMAW-UHFFFAOYSA-N
D009966,4601,CC1=CC=CC=C1C(C2=CC=CC=C2)OCCN(C)C,QVYRGXJJSLMXQH-UHFFFAOYSA-N
C057754,114982,C1=CC=C(C=C1)COC2=CC3=C(C=C2)N=C4C=CC(=O)C=C4O3,XNZRYTITWLGTJS-UHFFFAOYSA-N
C045573,6947,C1=CC=C(C(=C1)[N+](=O)[O-])O,IQUPABOKLQSFBK-UHFFFAOYSA-N
C007033,27375,CC1=C(C=C(C=C1)NC(=O)N(C)C)Cl,JXCGFZXSOMJFOA-UHFFFAOYSA-N
C008677,33775,CNC1=C(C(=O)N(N=C1)C2=CC=CC(=C2)C(F)(F)F)Cl,NVGOPFQZYCNLDU-UHFFFAOYSA-N
C412835,210768,CC(C)(C1=CC=CC=C1)N2CCCCC2,HORGQLWAZQOQNU-UHFFFAOYSA-N
C094428,9955116,C[N+](C)(CCNC1=C2C(=C(C=C1)NCC[N+](C)(C)[O-])C(=O)C3=C(C=CC(=C3C2=O)O)O)[O-],YZBAXVICWUUHGG-UHFFFAOYSA-N
C112106,9904203,CC(=CC(=O)O)C=CC=C(C)C=C1CCCC2=CC=CC=C21,PPGNMFUMZSAZCW-VOYUZAMQSA-N
C013874,6580,C(C(=O)N)Cl,VXIVSQZSERGHQP-UHFFFAOYSA-N
C038007,119105,C1CN(P(=O)(OC1)N)CCCl,ROGLJLJCDSTWBN-UHFFFAOYSA-N
C058039,91741,C1=CC(=C(C(=C1)F)C(=O)NC(=O)NC2=CC(=C(C(=C2)Cl)OC(C(F)F)(F)F)Cl)F,RGNPBRKPHBKNKX-UHFFFAOYSA-N
C580748,446,CC(C(=O)C1=CC(=CC=C1)Cl)NC(C)(C)CO,AKOAEVOSDHIVFX-UHFFFAOYSA-N
C496215,9795056,CC1C(OCC(N1)(C)C)(C2=CC(=CC=C2)Cl)O,RCOBKSKAZMVBHT-TVQRCGJNSA-N
C087566,154575,COC1=C(C=C(C=C1)C(=O)NC2=C(C=NC=C2Cl)Cl)OC3CCCC3,RRRUXBQSQLKHEL-UHFFFAOYSA-N
C045022,104896,CCCC(CC=C)C(=O)O,UMYDNZXEHYSVFY-UHFFFAOYSA-N
C091207,134467,CCCC(CC(C)O)C(=O)O,OASKNPCLIHUTTL-UHFFFAOYSA-N
C091208,135244,CCCC(CCCO)C(=O)O,ZIWBCJXKYKOLJK-UHFFFAOYSA-N
C052875,29025,CC1=CC(=O)C2CC1C2(C)C,DCSCXTJOXBUFGB-UHFFFAOYSA-N
C012358,99735,C1COP(=O)(NC1O)N(CCCl)CCCl,RANONBLIHMVXAJ-UHFFFAOYSA-N
D011335,4910,CCCC(C1=CC=CC=C1)(C2=CC=CC=C2)C(=O)OCCN(CC)CC,SNTQPLDRUZOSDP-UHFFFAOYSA-N
D005278,31200,CC1=C(C=CC(=C1)OP(=S)(OC)OC)[N+](=O)[O-],ZNOLGFHPUIJIMJ-UHFFFAOYSA-N
C024273,38779,CCCSP(=O)(OCC)OC1=C(C=C(C=C1)Br)Cl,QYMMJNLHFKGANY-UHFFFAOYSA-N
D010278,991,CCOP(=S)(OCC)OC1=CC=C(C=C1)[N+](=O)[O-],LCCNCVORNKJIRZ-UHFFFAOYSA-N
C055869,3031,C1=CC(=C(C(=C1)Cl)C#N)Cl,YOYAIZYFCNQIRF-UHFFFAOYSA-N
C013161,12130,CCCN(CCC)N=O,YLKFDHTUAUWZPQ-UHFFFAOYSA-N
D009602,37183,NN=O,XKLJHFLUAHKGGU-UHFFFAOYSA-N
C012279,13542,CCCCN(CCCC)N=O,YGJHZCLPZAZIHH-UHFFFAOYSA-N
C098546,12512,CCOC(C)(C)C,NUMQCACRALPSHD-UHFFFAOYSA-N
C093383,12105,CC1=CC(=CC=C1)C=O,OVWYEQOVUDKZNU-UHFFFAOYSA-N
C042289,11476,CC1=CC(=CC=C1)CO,JJCKHVUTVOPLBV-UHFFFAOYSA-N
C097745,170404,C=C1C=NC2=CC=CC=C12,BCNUXXXHEIUHJB-UHFFFAOYSA-N
D012862,6736,CC1=CNC2=CC=CC=C12,ZFRKQXVRDFCRJG-UHFFFAOYSA-N
C005222,6569,CCC(=O)C,ZWEHNKRNPOVVGH-UHFFFAOYSA-N
C042533,5281107,CC(C)C(C)C=CC(C)C1CCC2C1(CCCC2=CC=C3CC(CC(C3=C)O)O)C,HKXBNHCUPKIYDM-CGMHZMFXSA-N
C463480,2762672,C1=CC2=C3C(=C1)C=CC4=C(C=CC(=C43)C=C2)CCCCO,MRENSFROWALQNU-UHFFFAOYSA-N
C093872,96338,CCC1=C(C(=CC=C1)CC)NC(=O)CCl,LBJVHMAYBNQJBK-UHFFFAOYSA-N
C013569,13217486,COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4(C=C)O)O,BSRUJCFCZKMFMB-LGWHJFRWSA-N
C515147,92503,COC1=CC(=C(C=C1)C2CC3=C(C=C(C=C3)O)OC2)O,XRVFNNUXNVWYTI-UHFFFAOYSA-N
C068040,108221,C1=C2C=C(C(=CC2=NC1C(=O)O)O)O,FTKNNPWNZZDWLM-UHFFFAOYSA-N
C028033,26250,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[K+].[K+].[K+].[Fe+3],BYGOPQKDHGXNCD-UHFFFAOYSA-N
C077256,5489120,COC1=C2C3=C(CC4C5(C3(CCN4)C(O2)C(=O)CC5)O)C=C1,RIKMCJUNPCRFMW-ISWURRPUSA-N
C031021,10947,CC1CCCCCCCCCCCCC(=O)C1,ALHUZKCOMYUFRB-UHFFFAOYSA-N
C001173,24415,CCNCC(=O)NC1=C(C=CC=C1C)C,WRMRXPASUROZGT-UHFFFAOYSA-N
C080095,160644,CN1CCC2=CC(=C(C=C2C1CC3=CC=C(C=C3)O)OC4=C(C=CC(=C4)CC5C6=CC(=C(C=C6CCN5C)OC)OC)O)OC,XCUCMLUTCAKSOZ-FIRIVFDPSA-N
C476223,54677946,CCN(C1=CC=CC=C1)C(=O)C2=C(C3=C(C=CC=C3Cl)N(C2=O)C)O,GKWPCEFFIHSJOE-UHFFFAOYSA-N
C057812,10328,C1CNC2=CC=CC=C21,LPAGFVYQRIESJQ-UHFFFAOYSA-N
C030438,107858,CC(C)NCCC(C1=CC=CC=C1)(C2=CC=CC=N2)C(=O)N,UWNSWIXIVDMCHZ-UHFFFAOYSA-N
C528427,6325056,CC1=CC2C(C(CC3=CC(C1)OC3=O)OC(=O)C(=C)C)C(=C)C(=O)O2,JMUOPRSXUVOHFE-GZZMZBIISA-N
C035934,24721429,CN1CCC2=CC(=C(C=C2C1CC3=CC=C(C=C3)OC4=C(C=CC(=C4)CC5C6=CC(=C(C=C6CCN5C)OC)OC)O)OC)OC,AQASRZOCERRGBL-AJQTZOPKSA-N
C099828,3247060,CC(C)CCCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4O)O)C)C,CZDKQKOAHAICSF-JSAMMMMSSA-N
C024714,5281515,CC1=CCCC(=C)C2CC(C2CC1)(C)C,NPNUFJAVOOONJE-GFUGXAQUSA-N
C005734,6917974,CC12CCC(CC1CCC3C2CCC4(C35C(O5)CC4C6=COC(=O)C=C6)C)O,ATLJNLYIJOCWJE-CWMZOUAVSA-N
C020960,2451,CC1=NN=C2N1C3=C(C=C(S3)Br)C(=NC2)C4=CC=CC=C4Cl,UMSGKTJDUHERQW-UHFFFAOYSA-N
C015149,107945,C1=CC=C2C=C3C(=CC2=C1)C=CC4=C3C=CC(C4O)O,KUBYVPFVNKJERF-UHFFFAOYSA-N
C032318,162244,C1C2=NN=C(N2C3=C(C=C(C=C3)Cl)C(=N1)C4=CC=CC=C4)CO,ZURUZYHEEMDQBU-UHFFFAOYSA-N
C054528,62434,CSSCC=C,XNZOTQPMYMCTBZ-UHFFFAOYSA-N
C033759,104757,COC1=C2C3=C(C(=O)CC3O)C(=O)OC2=C4C5C=COC5OC4=C1,GYNOTJLCULOEIM-XKRJZGAWSA-N
D013693,5391,CN1C2=C(C=C(C=C2)Cl)C(=NC(C1=O)O)C3=CC=CC=C3,SEQDDYPDSLOBDC-UHFFFAOYSA-N
D013444,5344,CC1=C(ON=C1C)NS(=O)(=O)C2=CC=C(C=C2)N,NHUHCSRWZMLRLA-UHFFFAOYSA-N
D020358,23668194,CC(CCC(=O)[O-])C1CCC2C1(C(CC3C2C(CC4C3(CCC(C4)O)C)O)O)C.[Na+],NRHMKIHPTBHXPF-TUJRSCDTSA-M
C527814,5327044,CC1=CC2=C(C=C1C)OC=C(C2=O)CN(C)CCN(C)CC3=CN(C4=CC=CC=C43)C5=CC=CC(=C5)C(F)(F)F,JZNXLPPJRFFECJ-UHFFFAOYSA-N
C450682,44391783,CC(C(C1=CC=C(C=C1)NC2=NC3=CC=CC=C3S2)N4C=CN=C4)N(C)C,WGVPSTQRQHGEEP-MGPUTAFESA-N
C419982,23674746,CCC1=C2C(=CC(=C1)C3=C(N(S(=O)(=O)C4=CC=CC=C43)C5=CC=CC=C5C(F)(F)F)C(=O)[O-])OCO2.[K+],MZWCHWWQSPPZRH-UHFFFAOYSA-M
C079980,132776,CN1CCC2=CC(=C(C=C2C1CC3=CC=C(C=C3)OC4=C(C=CC(=C4)CC5C6=CC(=C(C=C6CCN5)OC)OC)O)OC)OC,BHWMRBGNDAWZAO-FIRIVFDPSA-N
D011564,6199,C1=CC(=O)OC2=CC3=C(C=CO3)C=C21,ZCCUUQDIBDJBTK-UHFFFAOYSA-N
D002981,446598,CCCC1CC(N(C1)C)C(=O)NC(C2C(C(C(C(O2)SC)O)O)O)C(C)Cl,KDLRVYVGXIQJDK-AWPVFWJPSA-N
D002434,47965,CC1=C(N2C(C(C2=O)NC(=O)C(C3=CC=C(C=C3)O)N)SC1)C(=O)O,BOEGTKLJZSQCCD-UEKVPHQBSA-N
C419147,848780,C1=CC=C(C=C1)COC2=CC3=C(C=C2)C(=CC(=O)O3)C(F)(F)F,WVKLERKKJXUPIK-UHFFFAOYSA-N
C104774,6440498,CC(=CCOC1=C2C=CC(=O)OC2=CC3=C1C=CO3)CCC(C(C)(C)O)O,IXZUPBUEKFXTSD-MDWZMJQESA-N
C001380,6852390,CC12CCC(=O)C=C1C(CC3C2C(CC4(C3CCC4(C(=O)CO)O)C)O)O,GNFTWPCIRXSCQF-UJXAPRPESA-N
C482452,3013050,CC(C)N1CCN(C1=O)C2=CC=C(C=C2)N3CCN(CC3)C4=CC=C(C=C4)OCC5OCC(O5)(CN6C=NC=N6)C7=C(C=C(C=C7)F)F,AEKNYBWUEYNWMJ-QWOOXDRHSA-N
D010404,6869,CC1(C(N2C(S1)C(C2=O)NC(=O)COC3=CC=CC=C3)C(=O)O)C,BPLBGHOLXOTWMN-MBNYWOFBSA-N
C030387,12468,C1=C(C=C(C(=C1Cl)Cl)Cl)Cl,QZYNWJQFTJXIRN-UHFFFAOYSA-N
C040081,107917,C1C2=CN=C(N2C3=C(C=C(C=C3)Cl)C(=N1)C4=CC=CC=C4F)CO,QHSMEGADRFZVNE-UHFFFAOYSA-N
C025591,65543,CC12CCC3C(C1CCC2O)CC(C4=CC(=O)CCC34C)O,XSEGWEUVSZRCBC-ZVBLRVHNSA-N
C489644,16072188,CCC1(CC(C2(C(CCC3(C2C(=O)CC3)C(C1O)C)C)C)OC(=O)CSC4=NNC(=N4)N)C,FMHQJXGMLMSMLC-WBUYAQKGSA-N
C065956,3035604,C1=CC=C(C=C1)COC2=CC3=C(C=CC=N3)C=C2,SIDLHXXVIBTSJZ-UHFFFAOYSA-N
D002433,51039,C1C(=C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)O)Cl,QYIYFLOTGYLRGG-GPCCPHFNSA-N
D014011,5479,CCS(=O)(=O)CCN1C(=NC=C1[N+](=O)[O-])C,HJLSLZFTEKNLFI-UHFFFAOYSA-N
C101425,468595,CCC(C(C)O)N1C(=O)N(C=N1)C2=CC=C(C=C2)N3CCN(CC3)C4=CC=C(C=C4)OCC5CC(OC5)(CN6C=NC=N6)C7=C(C=C(C=C7)F)F,RAGOYPUPXAKGKH-XAKZXMRKSA-N
C055440,125663,CC1=C2C=CN=CC2=C(C3=C1NC4=C3C=CC=C4O)C,LMKVVMVYEHURBO-UHFFFAOYSA-N
C066998,65907,CC1C(C(CC(O1)OC2CC(CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)CO)O)N6CCOC(C6)OC)O,CTMCWCONSULRHO-UHQPFXKFSA-N
C008009,91643,CC1=C2C=CN=CC2=C(C3=C1NC4=C3C=C(C=C4)O)C,QZTWUDDGLIDXSE-UHFFFAOYSA-N
D008795,4173,CC1=NC=C(N1CCO)[N+](=O)[O-],VAOCPAMSLUNLGC-UHFFFAOYSA-N
C106812,60871,CC(C)(C)C(=O)OCOP(=O)(COCCN1C=NC2=C(N=CN=C21)N)OCOC(=O)C(C)(C)C,WOZSCQDILHKSGG-UHFFFAOYSA-N
D004397,13676,CCOP(=S)(CC)SC1=CC=CC=C1,KVGLBTYUCJYMND-UHFFFAOYSA-N
C091765,54541195,CCCCCC(C=CCO)O,ZDHRSPRSUBAAIO-UHFFFAOYSA-N
C091766,10442150,CCCCCC(C=CC(=O)O)O,RLNIWODKAMVILO-VOTSOKGWSA-N
C075205,19859,C1=CC(=C(C=C1Br)Cl)O,VIBJPUXLAKVICD-UHFFFAOYSA-N
D001589,5311017,CC(CC1=CC=CC=C1)N(C)CC2=CC=CC=C2,YXKTVDFXDRQTKV-HNNXBMFYSA-N
C052300,47759,CCCCOC(=O)N(C)SN(C)C(=O)OC1=CC=CC2=C1OC(C2)(C)C,HAWJXYBZNNRMNO-UHFFFAOYSA-N
C043377,1988,CCC1=CC=CC(=C1N(COCC)C(=O)CCl)C,VTNQPKFIQCLBDU-UHFFFAOYSA-N
C478004,5318372,COC1=CC=CC2=C1OC3=CC(=C(C(=C3C2=O)O)OC)OC,FFVKXGZKJBHJMS-UHFFFAOYSA-N
C028657,5484286,COC1=CC2=C(CC3C4C2(CCCC4)CCN3)C=C1,ILNSWVUXAPSPEH-USXIJHARSA-N
C042940,124449,CC1=NC=C2N1C3=C(C=C(C=C3)Cl)C(=NC2O)C4=CC=CC=C4F,ZYISITHKPKHPKG-UHFFFAOYSA-N
C059483,9953076,CCN1C=C2CC3C(CC(CN3C)NS(=O)(=O)N(CC)CC)C4=C2C1=CC=C4,ARTRTLXKTHJPRW-ILZDJORESA-N
C049739,3033743,CC(=O)NC(CSC(=C(C(=C(Cl)Cl)Cl)Cl)Cl)C(=O)O,HMFZXPFVUQXTHQ-ZPFUWANQSA-N
C035038,41384,CCCCN(CCCC)SN(C)C(=O)OC1=CC=CC2=C1OC(C2)(C)C,JLQUFIHWVLZVTJ-UHFFFAOYSA-N
C064445,114861,C1CNP(=O)(OC1)NCCCl,DZKGMGPLDJOVCX-UHFFFAOYSA-N
C010087,2758,CC1(C2CCC(O1)(CC2)C)C,WEEGYLXZBRQIMU-UHFFFAOYSA-N
C016904,104972,CC(C)C(CCCNCCC1=CC(=C(C=C1)OC)OC)(C#N)C2=CC(=C(C=C2)OC)OC,UPKQNCPKPOLASS-UHFFFAOYSA-N
C028787,6378383,CCC(=C(C1=CC=CC=C1)C2=CC=C(C=C2)OCCNC)C3=CC=CC=C3,NYDCDZSEEAUOHN-IZHYLOQSSA-N
C038345,3033767,CCC(=C(C1=CC=C(C=C1)OCCN(C)C)C2=CC(=CC=C2)O)C3=CC=CC=C3,ZQZFYGIXNQKOAV-OCEACIFDSA-N
D015760,51263,CCC(=O)N(C1=CC=CC=C1)C2(CCN(CC2)CCN3C(=O)N(N=N3)CC)COC,IDBPHNDTYPBSNI-UHFFFAOYSA-N
D014196,5533,C1CN(CCN1CCCN2C(=O)N3C=CC=CC3=N2)C4=CC(=CC=C4)Cl,PHLBKPHSAVXXEF-UHFFFAOYSA-N
C036139,4541,C1=CC=C(C=C1)C(CCN)OC2=CC=C(C=C2)C(F)(F)F,WIQRCHMSJFFONW-UHFFFAOYSA-N
C054409,31677,CCCCOCN(C1=C(C=CC=C1CC)CC)C(=O)CCl,HKPHPIREJKHECO-UHFFFAOYSA-N
D013713,452548,COC1=CC(=CC(=C1O)OC)C2C3C(COC3=O)C(C4=CC5=C(C=C24)OCO5)OC6C(C(C7C(O6)COC(O7)C8=CC=CS8)O)O,NRUKOCRGYNPUPR-QBPJDGROSA-N
D013721,11016,C1CN1P(=O)(N2CC2)N3CC3,FYAMXEPQQLNQDM-UHFFFAOYSA-N
C495657,183679,COC1=CC=C(C=C1)C(C2=CC=C(C=C2)O)C(Cl)(Cl)Cl,BUZUQNXGKRJIJT-UHFFFAOYSA-N
C024336,13297,C1=CC=C(C=C1)N=NC2=C(C=CC3=CC=CC=C32)O,MRQIXHXHHPWVIL-UHFFFAOYSA-N
C507866,114831,C1=CC=C2C(C(C=CC2=C1)O)O,QPUHWUSUBHNZCG-UWVGGRQHSA-N
D014191,19493,C1C(C1N)C2=CC=CC=C2,AELCINSCMGFISI-DTWKUNHWSA-N
C570106,232446,C1CCC(CC1)(C2=CC=C(C=C2)O)C3=CC=C(C=C3)O,SDDLEVPIDBLVHC-UHFFFAOYSA-N
C439392,10113707,CC1=C(C=CC(=C1)OC)N2CCC3=C2C4=C(C(=CC=C4)OC(F)(F)F)N=C3NCCO,ZFDXQUVDLKGYIL-UHFFFAOYSA-N
D003505,320760,C(C1C2C(C(C(O1)OC3C(OC(C(C3O)O)OC4C(OC(C(C4O)O)OC5C(OC(C(C5O)O)OC6C(OC(C(C6O)O)OC7C(OC(O2)C(C7O)O)CO)CO)CO)CO)CO)O)O)O,HFHDHCJBZVLPGP-UHFFFAOYSA-N
C585955,46868337,C1=CC=C(C=C1)OC2=CC=C(C=C2)OCC(=O)CN3C=CC4=C3C=CC(=C4)C(=O)O,LWRJSJXIQFXIPB-UHFFFAOYSA-N
C010831,71733,CCC1=CC=CC2=C1OC(=C2)C(CNC(C)(C)C)O,SSEBTPPFLLCUMN-UHFFFAOYSA-N
D000157,245005,CCN1CC2(C(CC(C34C2C(C(C31)C5(C6C4CC(C6OC(=O)C7=CC=CC=C7)(C(C5O)OC)O)OC(=O)C)OC)OC)O)COC,XFSBVAOIAHNAPC-XTHSEXKGSA-N
C109602,9937902,CC1=C(C=CC=C1Cl)N2CCN(CC2)CCC3=NN(C4=CC(=C(C=C43)OC)OC)CC5=CN=CN5.Cl.Cl,IHRBZSIEWFFJQW-UHFFFAOYSA-N
D013988,65335,C1CN(CC2=C1SC=C2)CC3=CC=CC=C3Cl.Cl,MTKNGOHFNXIVOS-UHFFFAOYSA-N
C058309,441737,CC(=O)OC12C3C(CC(C3OC(=O)C4=CC=CC=C4)(C(C1O)OC)O)C56C(CCC7(C5C(C2C6N(C7)C)OC)COC)OC,FIDOCHXHMJHKRW-VHQVDBNASA-N
C540904,56848893,COC(=O)C(C1=CC=CC=C1Cl)N2CCC3C(=CC(=O)S3)C2,JBSAZVIMJUOBNB-WUJWULDRSA-N
C096128,54886,CCOC(=O)CCN(C(C)C)SN(C)C(=O)OC1=CC=CC2=C1OC(C2)(C)C,FYZBOYWSHKHDMT-UHFFFAOYSA-N
C423185,166558,CC(C)C1=C(C(=CC=C1)C(C)C)OS(=O)(=O)NC(=O)CC2=C(C=C(C=C2C(C)C)C(C)C)C(C)C,PTQXTEKSNBVPQJ-UHFFFAOYSA-N
C479069,170295,CCC(CCC(C)O)COC(=O)C1=CC=CC=C1C(=O)O,RYPQSGURZSTFSX-UHFFFAOYSA-N
C080276,119096,CCC(CCC(=O)C)COC(=O)C1=CC=CC=C1C(=O)O,HCWNFKHKKHNSSL-UHFFFAOYSA-N
C050132,119094,CNCC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4,XPMACCNVZKHGPT-UHFFFAOYSA-N
C523099,9949996,CC1=C(C=CN=C1CSC2=NC3=CC=CC=C3N2)OCCCOC,BSXAHDOWMOSVAP-UHFFFAOYSA-N
D065819,71616,CC(C1=NC=NC=C1F)C(CN2C=NC=N2)(C3=C(C=C(C=C3)F)F)O,BCEHBSKCWLPMDN-MGPLVRAMSA-N
C048393,6436348,CC1=CCC(=C(C)C)C(=O)CC(=CCC1)C,CAULGCQHVOVVRN-SWZPTJTJSA-N
C061004,656668,CC1=C(C(C(=C(N1)C)C(=O)OC2CCCN(C2)CC3=CC=CC=C3)C4=CC(=CC=C4)[N+](=O)[O-])C(=O)OC,QZVNQOLPLYWLHQ-ZEQKJWHPSA-N
C050699,443869,CC1=C(C(C(=C(N1)C)C(=O)OC2CCN(C2)CC3=CC=CC=C3)C4=CC(=CC=C4)[N+](=O)[O-])C(=O)OC,VXMOONUMYLCFJD-DHLKQENFSA-N
C438583,9574343,CCON=C(C1CCN(CC1)C2(CCN(CC2)C(=O)C3=C(C=C[N+](=C3C)[O-])C)C)C4=CC=C(C=C4)Br,ZGDKVKUWTCGYOA-URGPHPNLSA-N
C452229,7693,C1=CC(=CC=C1N=C=O)Cl,ADAKRBAJFHTIEW-UHFFFAOYSA-N
D010464,4744,CN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=CC=CC=C42,WEYVCQFUGFRXOM-UHFFFAOYSA-N
C028690,7465,CC(C)C1=CC=C(C=C1)O,YQUQWHNMBPIWGK-UHFFFAOYSA-N
C109005,485475,CN1C2CSSCC(C(=O)N(C(C(=O)SCC(C(=O)NCC1=O)NC(=O)C3=NC4=CC=CC=C4C=C3O)CSC)C)N(C(=O)CNC(=O)C(CSC(=O)C(N(C2=O)C)CSC)NC(=O)C5=NC6=CC=CC=C6C=C5O)C,UPGGKUQISSWRJJ-UHFFFAOYSA-N
C106276,216235,CC1=CC2=C(C=C1CC(=O)C3=C(C=CS3)S(=O)(=O)NC4=C(C(=NO4)C)Cl)OCO2,PHWXUGHIIBDVKD-UHFFFAOYSA-N
C571725,73864,C1=CC(=CC=C1C(C2=CC=C(C=C2)O)(C(F)(F)F)C(F)(F)F)O,ZFVMWEVVKGLCIJ-UHFFFAOYSA-N
C008745,12111,C1=CC(=CC=C1CC2=CC=C(C=C2)O)O,PXKLMJQFEQBVLD-UHFFFAOYSA-N
D008549,10311,C1C(S[As](S1)C2=CC=C(C=C2)NC3=NC(=NC(=N3)N)N)CO,JCYZMTMYPZHVBF-UHFFFAOYSA-N
C034192,3213,CC1=C2C=CN=CC2=C(C3=C1NC4=CC=CC=C43)C,CTSPAMFJBXKSOY-UHFFFAOYSA-N
C549713,90479,CC(C)OC(=O)C1=CC=CC=C1OP(=S)(N)OC,YFVOXLJXJBQDEF-UHFFFAOYSA-N
C035342,8530,C1=CC=C2C(=O)C=CC(=O)C2=C1,FRASJONUBLZVQX-UHFFFAOYSA-N
C029350,7005,C1=CC=C2C(=C1)C=CC=C2O,KJCVRFUGPWSIIH-UHFFFAOYSA-N
C077584,114755,CN1C2=C(N=C(C=C2)C3=CC=C(C=C3)O)N=C1N,YGEWFDRAVXXZQR-UHFFFAOYSA-N
C103110,97214,COC1=C(C=C(C=C1)C2=CC(=O)C3=C(C(=C(C=C3O2)OC)OC)O)O,KLAOKWJLUQKWIF-UHFFFAOYSA-N
C409045,123606,CN(C)CCC1=CNC2=C1C=C(C=C2)CS(=O)(=O)N3CCCC3,WKEMJKQOLOHJLZ-UHFFFAOYSA-N
C029010,444539,C1=CC=C(C=C1)C=CC(=O)O,WBYWAXJHAXSJNI-VOTSOKGWSA-N
D013881,5452,CN1CCCCC1CCN2C3=CC=CC=C3SC4=C2C=C(C=C4)SC,KLBQZWRITKRQQV-UHFFFAOYSA-N
C064809,26295,C1=CC=C(C=C1)OC2=CC=CC(=C2)CO,KGANAERDZBAECK-UHFFFAOYSA-N
D006591,3608,CC1(C(=O)NC(=O)N(C1=O)C)C2=CCCCC2,UYXAWHWODHRRMR-UHFFFAOYSA-N
C004446,11954171,CC1CCC2(CCC3(C(=CCC4C3(CCC5C4(CC(C(C5(C)CO)O)O)C)C)C2C1C)C)C(=O)OC6C(C(C(C(O6)COC7C(C(C(C(O7)CO)OC8C(C(C(C(O8)C)O)O)O)O)O)O)O)O,WYQVAPGDARQUBT-FGWHUCSPSA-N
C025004,246206,CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)OC,ULAADVBNYHGIBP-GFEQUFNTSA-N
C093443,45356919,CC1CCC2(CCC3(C(=CCC4C3(CC(C5C4(CC(C(C5(C)CO)O)O)C)O)C)C2C1C)C)C(=O)OC6C(C(C(C(O6)COC7C(C(C(C(O7)CO)OC8C(C(C(C(O8)C)O)O)O)O)O)O)O)O,BNMGUJRJUUDLHW-CIZDPPTDSA-N
C454678,93103,CCNC(=O)C1=CC=CC(=C1)C,FPINATACRXASTP-UHFFFAOYSA-N
C025687,119507,CCC1(C(=O)N(C(=O)N1)C)C2=CC=C(C=C2)O,OQPLORUDZLXXPD-UHFFFAOYSA-N
